зөөгчид	зөөх @@гч @@д	110
хониор	хонь @@ор	100
эринтэй	эрин @@тэй	100
хольцоос	холих @@ц @@оос	110
сониноос	сонин @@оос	100
амлалтад	ам @@лах @@лт @@д	110
уятал	уях @@тал	100
оёдолчныг	оёх @@дол @@чин @@ыг	110
шаантагтай	шаантаг @@тай	100
зодох	зодох	000
хотжингоо	хот @@жих @@нгоо	110
курст	курс @@т	100
сүйтгэлт	сүйтгэх @@лт	010
шийдвэрлэгчээр	шийдэх @@вэр @@лэх @@гч @@ээр	110
бахиудаг	бахь @@уудах @@даг	110
зайрмагт	зайрмаг @@т	100
барилдлагыг	барих @@лдах @@лага @@ыг	110
геологийн	геологи @@ийн	100
үйлдвэр	үйл @@дэх @@вэр	010
нийлүүлэлтэд	нийлэх @@үүлэх @@лт @@д	110
хурдатгалыг	хурд @@тгах @@л @@ыг	110
ягших	ягших	000
шалдан	шалдан	000
дүн	дүн	000
цуглуулагчаа	цуг @@лах @@уулах @@гч @@аа	110
дарлалын	дарах @@лах @@л @@ын	110
улс	улс	000
луужингийн	луужин @@ийн	100
авхууллаа	ээтийх @@лаа	100
ургацгаар	ургах @@ц @@г @@аар	110
сануулгаа	санах @@уулах @@га @@аа	110
зочны	зочин @@ы	100
урсгалтай	урсгах @@л @@тай	110
үсрэлтийн	үсрэх @@лт @@ийн	110
багцын	багц @@ын	100
жолоонд	жолоо @@д	100
тасалбараас	тас @@лах @@бар @@аас	110
суралцагчид	сурах @@лцах @@гч @@д	110
доромжлолыг	доромж @@лох @@л @@ыг	110
хучлагаас	хучих @@лага @@аас	110
маслонд	масло @@д	100
дарамтаас	дарах @@мт @@аас	110
тодорхойгүй	тод @@рох @@хой @@гүй	010
шалгагчид	шалгах @@гч @@д	110
шулмаар	шулам @@аар	100
гуалингаа	гуалин @@аа	100
айдаст	айдас @@т	100
нууцаа	нуух @@ц @@аа	110
сөнөөх	сөнөх @@өөх	010
шинжлэгчид	шинж @@лэх @@гч @@д	110
цонхоор	цонх @@оор	100
тачаах	тачаах	000
бульдозерт	бульдозер @@т	100
хатаагуурт	хатах @@аах @@гуур @@т	110
гутах	гутах	000
нотолсон	нотлох @@сон	100
сууцын	сууц @@ын	100
мөргөлдөөнтэй	мөргөх @@л @@дөх @@өөн @@тэй	110
бүлэглэлийн	бүлэг @@лэх @@л @@ийн	110
тагт	тагт	000
барцадтай	барцад @@тай	100
бэрхээ	бэрх @@ээ	100
идэвхжүүлэлт	идэвхи @@жих @@үүлэх @@лт	010
нийтлэл	нийт @@лэх @@л	010
чиг	чиг	000
спиртээ	спирт @@ээ	100
системээ	систем @@ээ	100
яам	яам	000
агуйд	агуй @@д	100
өгүүлэгдэхүүнээс	өгүүлэх @@гдэх @@үүн @@ээс	110
тогтворыг	тогтох @@вор @@ыг	110
бөглөөг	бөглөх @@өө @@г	110
канондох	канон @@дох	010
фонтоо	фонт @@оо	100
уулзварт	уулзах @@вар @@т	110
таарамж	таарах @@мж	010
хийсвэрлэл	хийсвэр @@лэх @@л	010
ерөнхийлөгчийн	ерөнхий @@лөх @@гч @@ийн	110
үсэглэлээр	үсэг @@лэх @@л @@ээр	110
сайдаа	сайд @@аа	100
галуу	галуу	000
үнэлэлтээ	үнэ @@лэх @@лт @@ээ	110
хуваагдлаар	хуваах @@гдах @@л @@аар	110
хайлшнаас	хайлах @@ш @@аас	110
эдээр	эд @@ээр	100
орогноё	орох @@гнох @@ё	110
туршилтад	турших @@лт @@д	110
ерөнхийлөгчөөс	ерөнхий @@лөх @@гч @@өөс	110
баян	баян	000
тамхичны	тамхи @@чин @@ы	110
захиалах	захих @@аа @@лах	010
мэдээнээс	мэдэх @@ээ @@ээс	110
устай	ус @@тай	100
хуваарилалтаас	хуваарь @@лах @@лт @@аас	110
дүүргэх	дүүрэх @@гэх	010
орогномоор	орох @@гнох @@моор	110
мансууралд	мансуурах @@л @@д	110
маскаас	маск @@аас	100
харьцуулал	харьцах @@уулах @@л	010
төртэй	төр @@тэй	100
хардалтад	хардах @@лт @@д	110
ястныг	ястан @@ыг	100
сунгалтын	сунах @@гах @@лт @@ын	110
хэлмэгдмэгц	хэлмэгдэх @@мэгц	100
ажлаас	ажил @@аас	100
цуглааныг	цуг @@лах @@аан @@ыг	110
хараанд	харах @@аа @@д	110
барималч	барих @@мал @@ч	010
гөрөөтэй	гөрөө @@тэй	100
мужаанаар	мужаан @@аар	100
үйрэх	үйрэх	000
дасгалд	дасгал @@д	100
биеллээр	бие @@лэх @@л @@ээр	110
урхидах	урхи @@дах	010
мөнгөний	мөнгө @@ий	100
алхаанд	алхах @@аа @@д	110
сейфээр	сейф @@ээр	100
бүртгүүлэх	бүртгэх @@үүлэх	010
эцэс	эцэс	000
гогцоотой	гогцоо @@той	100
хүндрэлийн	хүнд @@рэх @@л @@ийн	110
ариутгалаас	ариун @@тгах @@л @@аас	110
аалзаар	аалз @@аар	100
радиуст	радиус @@т	100
лакийн	лак @@ийн	100
гуатай	гуа @@тай	100
өмчөөр	өмч @@өөр	100
соёлжив	соёл @@жих @@в	110
бэлээ	бэл @@ээ	100
зогсоолоор	зогсох @@оох @@л @@оор	110
аятай	ая @@тай	100
усыг	ус @@ыг	100
уут	уут	000
ороолтын	ороох @@лт @@ын	110
эндлээ	эндэх @@л @@ээ	110
залуурдах	залах @@уур @@дах	010
хүзүүгээ	хүзүү @@ээ	100
адраар	адар @@аар	100
хүүрзгэнээр	хүүрзгэнэ @@ээр	100
эрхэс	эрхэс	000
үйлчлэгчээ	үйл @@члэх @@гч @@ээ	110
нэрээс	нэр @@ээс	100
бачимдалд	бачим @@дах @@л @@д	110
далайчинд	далай @@чин @@д	110
дэвсгэрээ	дэвсэх @@гэр @@ээ	110
зураачийн	зурах @@аач @@ийн	110
авралаар	аврах @@л @@аар	110
тэрслэгч	тэрс @@лэх @@гч	010
үүргэвчинд	үүрэх @@гэх @@вч @@д	110
арбитрын	арбитр @@ын	100
хөөсөөр	хөөс @@өөр	100
пүршээ	пүрш @@ээ	100
тоотой	тоо @@той	100
ялгалтыг	ялгах @@лт @@ыг	110
намирах	намирах	000
хольцгүй	холих @@ц @@гүй	010
дайныг	дайн @@ыг	100
гишүүн	гишүүн	000
гомдох	гомдох	000
ясаар	яс @@аар	100
доллар	доллар	000
үрэлд	үрэл @@д	100
хуваарьд	хуваах @@рь @@д	110
хоримоор	хорих @@моор	100
гагнуурчин	гагнах @@уур @@чин	010
исэлдэлт	исэл @@дэх @@лт	010
танилцуулгаар	таних @@л @@цах @@уулах @@лга @@аар	110
заавраа	заах @@вар @@аа	110
настан	нас @@тан	010
хурдан	хурд @@н	010
аймшгаас	аймшиг @@аас	100
цардуулаас	цардах @@уул @@аас	110
өнцөгт	өнцөг @@т	100
хуульчийг	хууль @@ч @@ийг	110
хурал	хурах @@л	010
жүжгээс	жүжиг @@ээс	100
бассейныг	бассейн @@ыг	100
батжилтаас	бат @@жих @@лт @@аас	110
алдагдал	алдах @@гдах @@л	010
үүрэг	үүрэх @@г	010
адилтгалын	адил @@тгах @@л @@ын	110
мөргөлчнийг	мөргөх @@л @@чин @@ийг	110
судлаачаас	судлах @@аач @@аас	110
хамгаалагчтай	хамгаалах @@гч @@тай	110
гүнждийн	гүнжид @@ийн	100
нэрээ	нэр @@ээ	100
майхнаар	майхан @@аар	100
үеэ	үе @@э	100
хорголжийг	хорголж @@ийг	100
хөргүүрт	хөргөх @@үүр @@т	110
зард	зар @@д	100
шошгыг	шошго @@ыг	100
үзэгчийг	үзэх @@гч @@ийг	110
маслыг	масло @@ыг	100
мөрдөлтийг	мөр @@дөх @@лт @@ийг	110
цуваагаар	цувах @@аа @@аар	110
ерөнхийлөгч	ерөнхий @@лөх @@гч	010
маслоны	масло @@ы	100
зөвшилцлийг	зөв @@ших @@лцөх @@л @@ийг	110
кафег	кафе @@г	100
жингэнүүлэх	жингэнэх @@үүлэх	010
туурай	туурай	000
үерхэлтэй	үерхэх @@л @@тэй	110
лавлагаанд	лав @@лах @@гаа @@д	110
анхаарлын	анхаарах @@л @@ын	110
завь	завь	000
лавлагаагаа	лав @@лах @@гаа @@аа	110
радиогоос	радио @@оос	100
гуйлгачныг	гуйх @@лга @@чин @@ыг	110
өнцөгтэй	өнцөг @@тэй	100
хугарлаас	хуга @@рах @@л @@аас	110
цувралаас	цуврах @@л @@аас	110
костюмд	костюм @@д	100
хоолойгоос	хоолой @@оос	100
ногдлоос	ногдох @@л @@оос	110
сороосой	сорох @@оосой	100
шийдвэрээс	шийдэх @@вэр @@ээс	110
пайзанд	пайз @@д	100
тахалд	тахал @@д	100
кодыг	код @@ыг	100
өчигдрөөс	өчигдөр @@өөс	100
хөдөлгөгч	хөдөлөх @@гөх @@гч	010
цуугаа	цуу @@аа	100
магтах	магтах	000
гүүрэнд	гүүр @@д	100
программчилах	программ @@чилах	010
кассаар	касс @@аар	100
хатаагчаа	хатах @@аах @@гч @@аа	110
шумуултай	шумуул @@тай	100
тохируулгын	тохирох @@уулах @@га @@ын	110
гэлэнмааг	гэлэн @@маа @@г	110
чангалуур	чанга @@лах @@уур	010
пуужин	пуужин	000
гамшгийн	гамшиг @@ийн	100
эвэрлэгээс	эвэр @@лэг @@ээс	110
тоглогчоос	тоглох @@гч @@оос	110
нөлөөтэй	нөлөө @@тэй	100
нэхийн	нэхий @@ийн	100
ховоонд	ховоо @@д	100
орлогын	орох @@лого @@ын	110
лимбэдмэгц	лимбэ @@дэх @@мэгц	110
ээтийдэг	ээтийх @@дэг	100
видео	видео	000
томоо	том @@оо	100
харьцуулалтын	харьцах @@уулах @@лт @@ын	110
боловсруулалтыг	боловсрох @@уулах @@лт @@ыг	110
шуудуунд	шуудуу @@д	100
сөргөлдөөнөө	сөрөх @@гөлдөх @@өөн @@өө	110
саармагжуулах	саар @@маг @@жих @@уулах	010
уранаар	ур @@н @@аар	110
хураангуйг	хураах @@нгуй @@г	110
хоригоо	хорих @@г @@оо	110
операторын	оператор @@ын	100
тэвхэдмэгц	тэвх @@дэх @@мэгц	110
бэлгэвчийг	бэлгэвч @@ийг	100
тэмцээнд	тэмцээн @@д	100
балетаас	балет @@аас	100
холгодосны	холгох @@дос @@ы	110
сүлбэлдээнээр	сүлбэ @@лдэх @@ээн @@ээр	110
моодноос	моод @@оос	100
үнэмшилгүй	үнэн @@мших @@л @@гүй	010
хүлээсээ	хүлээх @@с @@ээ	110
барааны	бараа @@ы	100
манангаас	манан @@аас	100
танготой	танго @@той	100
гашуудлын	гашуун @@дах @@л @@ын	110
даралт	дарах @@лт	010
зохиолыг	зохиох @@л @@ыг	110
даяаны	даяан @@ы	100
заналхийллийн	занал @@хийлэх @@л @@ийн	110
зэрэглээний	зэрэглээ @@ий	100
завхралаар	завхрах @@л @@аар	110
тэгш	тэгш	000
хөөрцөглөх	хөөр @@цөг @@лөх	010
худалдаанд	худалдах @@аа @@д	110
хөрөнгөтнөөс	хөрөнгө @@төн @@өөс	110
цэрний	цэр @@ий	100
тууш	тууш	000
цонхноос	цонх @@оос	100
чийгшлээс	чийг @@шил @@ээс	110
жагсаалаас	жагсах @@аал @@аас	110
ухарцгаа	ухрах @@цгаа	100
хавчаараас	хавчих @@аар @@аас	110
трамвайг	трамвай @@г	100
хоршилтой	хорших @@л @@той	110
үзүүлэнтэй	үзэх @@үүлэх @@н @@тэй	110
хуурайн	хуурай @@н	100
эвдэчдэг	эвдэх @@чих @@дэг	110
улайрах	улай @@рах	010
довтлогоон	довтлох @@гоо @@н	010
квадратын	квадрат @@ын	100
шулмыг	шулам @@ыг	100
хандивтай	хандив @@тай	100
өмсгөлөө	өмсөх @@гөх @@л @@өө	110
үзэсгэлэнд	үзэх @@сгэлэн @@д	110
үзлэгт	үзэх @@лэг @@т	110
архичнаас	архи @@чин @@аас	110
капитализмаас	капитализм @@аас	100
дүрвэгчээ	дүрвэх @@гч @@ээ	110
төв	төв	000
олтригт	олтриг @@т	100
аялагчаар	аян @@лах @@гч @@аар	110
зүслэгтэй	зүс @@лэх @@г @@тэй	110
шоглоомд	шог @@лох @@оом @@д	110
бэхжилтээр	бэх @@жих @@лт @@ээр	110
ашиглалтаар	ашиг @@лах @@лт @@аар	110
хакерын	хакер @@ын	100
мэндэлжээ	мэнд @@лэх @@жээ	110
түгших	түгших	000
зүтгэлийг	зүтгэх @@л @@ийг	110
үргүйдлээр	үр @@гүй @@дэх @@л @@ээр	110
гамшигт	гамшиг @@т	100
рационализмаа	рационализм @@аа	100
сэрвээнд	сэрвээ @@д	100
эндүүрлийг	эндэх @@үүрэх @@л @@ийг	110
чиргүүлээ	чирэх @@гүүл @@ээ	110
хүчлээ	хүчил @@ээ	100
орогночих	орох @@гнох @@чих	110
өрөөг	өрөө @@г	100
мэхлэгчээ	мэх @@лэх @@гч @@ээ	110
тандах	тандах	000
лакаар	лак @@аар	100
хэц	хэц	000
үйлчлүүлэгчээ	үйлчлэх @@үүлэх @@гч @@ээ	110
ургацагтай	ургах @@ц @@г @@тай	110
чийгшилд	чийг @@шил @@д	110
цувааны	цувах @@аа @@ы	110
цэцэрлэгт	цэцэрлэг @@т	100
барьцаалах	барих @@цаа @@лах	010
шаталттай	шатах @@лт @@тай	110
костюмаас	костюм @@аас	100
нисгэгчээр	нисэх @@гэх @@гч @@ээр	110
зотонгоо	зотон @@оо	100
хөхөнд	хөх @@д	100
дуулаачийн	дуу @@лах @@ч @@ийн	110
хэв	хэв	000
баривчилгаатай	барих @@вч @@лах @@гаа @@тай	110
эрсдэлд	эрсдэх @@л @@д	110
шинжээч	шинжих @@ээч	010
цайз	цайз	000
уншлагаа	унших @@лага @@аа	110
адтай	ад @@тай	100
өөхөө	өөх @@өө	100
цэрдийг	цэрд @@ийг	100
тонуулыг	тонох @@уул @@ыг	110
цөхрөлтэй	цөхрөх @@л @@тэй	110
бүтээлгийг	бүтэх @@ээх @@лэг @@ийг	110
тангаргаа	тангараг @@аа	100
охиныг	охин @@ыг	100
масштабтай	масштаб @@тай	100
хадаас	хадах @@аас	010
ёроолыг	ёроол @@ыг	100
барьцах	барих @@цах	010
хэрчмээр	хэрчих @@м @@ээр	110
цохингоо	цохих @@нгоо	100
эрхэст	эрхэс @@т	100
яамнаас	яам @@аас	100
тоглоомтой	тоглох @@оом @@той	110
сүйдлэх	сүй @@д @@лэх	110
чичирхийлэлтэй	чичирхийлэх @@л @@тэй	110
уулзварын	уулзах @@вар @@ын	110
тэнцэтгэлийг	тэнцэтгэх @@л @@ийг	110
хорвоог	хорвоо @@г	100
амлалттай	ам @@лах @@лт @@тай	110
нэвтрүүлэгчээр	нэвтрэх @@үүлэх @@гч @@ээр	110
тахлаа	тахал @@аа	100
хувиралтай	хувь @@рах @@л @@тай	110
илдчин	ил @@д @@чин	110
намтартай	намтар @@тай	100
таарамжийг	таарах @@мж @@ийг	110
гадастай	гадас @@тай	100
гэрчийн	гэрч @@ийн	100
агшилтын	агших @@лт @@ын	110
постыг	пост @@ыг	100
бүтээлгээр	бүтэх @@ээх @@лэг @@ээр	110
өмгөөллөөс	өмгөөлөх @@л @@өөс	110
гөлгөө	гөлөг @@өө	100
байдлаар	байх @@дал @@аар	110
хөдсөөр	хөдөс @@өөр	100
тэрслэгчээ	тэрс @@лэх @@гч @@ээ	110
баганад	багана @@д	100
хадуурт	хадах @@уур @@т	110
дон	дон	000
дусал	дусах @@л	010
хуваарилалтад	хуваарь @@лах @@лт @@д	110
дагагч	дагах @@гч	010
дарааллаас	дараа @@лах @@л @@аас	110
адарт	адар @@т	100
харуултай	харах @@уул @@тай	110
бичээчтэй	бичих @@ээч @@тэй	110
багтаамжтай	багтах @@аах @@мж @@тай	110
диаметрээс	диаметр @@ээс	100
хөргөх	хөрөх @@гөх	010
хүлээсний	хүлээх @@с @@ий	110
хутга	хутга	000
тэгшитгэлтэй	тэгш @@тгэх @@л @@тэй	110
онооноос	онох @@оо @@оос	110
хүрэлцээтэй	хүрэх @@лцэх @@ээ @@тэй	010
халдлагыг	халдах @@лага @@ыг	110
сэжигтэй	сэжиг @@тэй	100
алуурчнаар	алах @@уур @@чин @@аар	110
урхинаас	урхи @@аас	100
урантай	ур @@н @@тай	110
дурсамжаас	дурсах @@мж @@аас	110
заргаа	зарга @@аа	100
нийлбэрээс	нийлэх @@бэр @@ээс	110
ойлтод	ойх @@лт @@д	110
өчиг	өчих @@г	010
исэлдэлтийг	исэл @@дэх @@лт @@ийг	110
тархалт	тарах @@х @@лт	010
сэрвээгээ	сэрвээ @@ээ	100
цуурганы	цуурга @@ы	100
цоргоноос	цорго @@оос	100
түгжээг	түгжих @@ээ @@г	110
тооцоололтой	тооцох @@оо @@лох @@л @@той	110
хашаатай	хаших @@аа @@тай	110
устах	устах	000
төсөөллийг	төсөө @@лөх @@л @@ийг	110
гавлаа	гавал @@аа	100
тоглоомоос	тоглох @@оом @@оос	110
хавтсанд	хавтас @@д	100
туулайн	туулай @@н	100
хандив	хандив	000
пайзтай	пайз @@тай	100
мөнхжилгүй	мөнх @@жих @@лгүй	110
өвөрлөмөгц	өвөр @@лөх @@мөгц	110
уулыг	уул @@ыг	100
завхрах	завхрах	000
симфониос	симфони @@ос	100
удирдлагыг	удирдах @@лага @@ыг	110
хошуу	хошуу	000
цэнгүүнийг	цэнгэх @@үүн @@ийг	110
уутанд	уут @@д	100
болжмороо	болжмор @@оо	100
цуурайд	цуурай @@д	100
өргөрөгт	өргөрөг @@т	100
өрөөтэй	өрөө @@тэй	100
саналыг	санах @@л @@ыг	110
өтгөнийг	өтгөн @@ийг	100
архины	архи @@ы	100
дээш	дээш	000
онолчоор	онох @@л @@ч @@оор	110
хулмасны	хулмас @@ы	100
цуглаанаар	цуг @@лах @@аан @@аар	110
байцаагчид	байцаах @@гч @@д	110
мэргэжлээ	мэргэжих @@л @@ээ	110
багцаагаа	багц @@аа @@аа	110
шивнээнээс	шивнэх @@ээ @@ээс	110
шошготой	шошго @@той	100
зүгийн	зүг @@ийн	100
илээчид	илэх @@ээч @@д	110
чичирхийлэл	чичирхийлэх @@л	010
тагтнаас	тагт @@аас	100
үгүйсгэлийн	үгүй @@сгэх @@л @@ийн	110
эцэгтэй	эцэг @@тэй	100
тулаанаас	тулах @@аан @@аас	110
цээрийг	цээр @@ийг	100
жагсаалаа	жагсах @@аал @@аа	110
ногдлын	ногдох @@л @@ын	110
хушгатай	хушга @@тай	100
гишгэлэх	гишгэх @@лэх	010
сүрэг	сүрэг	000
соролгүй	сорох @@лгүй	100
ферментээс	фермент @@ээс	100
сүүнд	сүү @@д	100
хөөрөлтөө	хөөрөх @@лт @@өө	110
тэнцвэрийн	тэнцэх @@вэр @@ийн	110
ойлтын	ойх @@лт @@ын	110
эсэд	эс @@д	100
имийг	им @@ийг	100
горхи	горхи	000
тоолуурт	тоолох @@уур @@т	110
ганцаардлаар	ганцаар @@дах @@л @@аар	110
хуйвалдаантай	хуйвалдах @@аан @@тай	110
илгээгчийн	илгээх @@гч @@ийн	110
ёроолоо	ёроол @@оо	100
аршаас	арш @@аас	100
ховх	ховх	000
тайралт	тайрах @@лт	010
эрмэлзлээр	эрмэлзэх @@л @@ээр	110
нуруугаа	нуруу @@аа	100
бартаа	бартаа	000
биллиардаар	биллиард @@аар	100
дадлагаа	дадах @@лага @@аа	110
хөдлөлтэй	хөдлөх @@л @@тэй	110
нүүгэлтэх	нүүх @@гэх @@тэх	010
гадилын	гадил @@ын	100
харьяалалтай	харьяа @@лах @@л @@тай	110
мухлагт	мухлаг @@т	100
загатнааг	загатнаа @@г	100
соёо	соёо	000
салаар	сал @@аар	100
шпагеттиар	шпагетти @@ар	100
гаргалтыг	гарах @@гах @@лт @@ыг	110
бослогоор	босох @@лого @@оор	110
цуглах	цуг @@лах	010
хариуцлагын	харих @@уу @@цах @@лага @@ын	110
буурцгаа	буурцаг @@аа	100
багцтай	багц @@тай	100
бичгээс	бичих @@г @@ээс	110
хүмүүжилгүй	хүмүүн @@жих @@л @@гүй	010
цонхны	цонх @@ы	100
харилцаанд	харилцах @@аа @@д	110
санаанд	санах @@аа @@д	110
янжуураар	янжуур @@аар	100
тайтгаралд	тайтгарах @@л @@д	110
мөрдлөгт	мөр @@дөх @@лөг @@т	110
харш	харш	000
далангаас	далан @@аас	100
дүгнэлтээр	дүгнэх @@лт @@ээр	110
